smiles,AChE_class,BuChE_class,BACE1_class,MAO_B_class
C#CCN1CCC(/C=C/c2cc(F)c(F)cc2F)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccc(Br)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2ccc(C#N)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2ccc(C(C)C)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2ccc(C(F)(F)F)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccc(C(N)=O)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccc(C)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccc(C3CC3)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2ccc(Cl)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2ccc(F)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccc(F)cc2Cl)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccc(OC)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2ccc(S(C)(=O)=O)cc2)CC1,,,,Active
C#CCN1CCC(/C=C/c2cccc(C(F)(F)F)c2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2cccc(F)c2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccccc2)CC1,,,,Moderate
C#CCN1CCC(/C=C/c2ccccc2F)CC1,,,,Inactive
C#CCN1CCC(/C=C\c2ccc(C#N)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2ccc(C(C)C)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2ccc(C(F)(F)F)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2ccc(C(N)=O)cc2)CC1,,,,Inactive
C#CCN1CCC(/C=C\c2ccc(C)cc2)CC1,,,,Inactive
C#CCN1CCC(/C=C\c2ccc(C3CC3)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2ccc(Cl)cc2)CC1,,,,Inactive
C#CCN1CCC(/C=C\c2ccc(F)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2ccc(F)cc2Cl)CC1,,,,Inactive
C#CCN1CCC(/C=C\c2ccc(S(C)(=O)=O)cc2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2cccc(C(F)(F)F)c2)CC1,,,,Moderate
C#CCN1CCC(/C=C\c2cccc(F)c2)CC1,,,,Inactive
C#CCN1CCC(CCc2cc(F)c(F)cc2F)CC1,,,,Moderate
C#CCN1CCC(CCc2ccc(C#N)cc2)CC1,,,,Active
C#CCN1CCC(CCc2ccc(C(C)C)cc2)CC1,,,,Moderate
C#CCN1CCC(CCc2ccc(C(F)(F)F)cc2)CC1,,,,Active
C#CCN1CCC(CCc2ccc(C(N)=O)cc2)CC1,,,,Moderate
C#CCN1CCC(CCc2ccc(C)cc2)CC1,,,,Moderate
C#CCN1CCC(CCc2ccc(CCC)cc2)CC1,,,,Active
C#CCN1CCC(CCc2ccc(Cl)cc2)CC1,,,,Active
C#CCN1CCC(CCc2ccc(F)cc2)CC1,,,,Moderate
C#CCN1CCC(CCc2ccc(O)cc2)CC1,,,,Moderate
C#CCN1CCC(CCc2ccc(OC)cc2)CC1,,,,Active
C#CCN1CCC(CCc2cccc(C(F)(F)F)c2)CC1,,,,Moderate
C#CCN1CCC(CCc2cccc(F)c2)CC1,,,,Moderate
C#CCN1CCC(CCc2cccc(OC(=O)N(C)CC)c2)CC1,,Moderate,,Moderate
C#CCN1CCC(CCc2cccc(OC(=O)Nc3ccccc3)c2)CC1,,Moderate,,Inactive
C#CCN1CCC(CCc2ccccc2)CC1,,,,Moderate
C#CCN1CCC(CCc2ccccc2F)CC1,,,,Inactive
C#CCN1CCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)CC1,,Moderate,,
C#CCN1CCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1,,Moderate,,
C#CCN1CCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)CC1,,Moderate,,
C#CCN1CCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1,,Moderate,,
C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1,,Inactive,,Inactive
C#CCN1CCC(CNS(=O)(=O)c2ccc3ccccc3c2)CC1,,Moderate,,Inactive
C#CCN1CCC(COC(=O)Nc2ccc(C(C)C)cc2)CC1,,Inactive,,Moderate
C#CCN1CCC(COC(=O)Nc2ccccc2)CC1,,Inactive,,Inactive
C#CCN1CCC(OC(=O)N(C)CC)CC1,,Inactive,,
C#CCN1CCC(OC(=O)Nc2ccc(C(C)C)cc2)CC1,,,,Moderate
C#CCN1CCC(OC(=O)Nc2ccccc2)CC1,,Inactive,,
C#CCN1CCCC(/C=C/c2cc(F)c(F)cc2F)C1,,,,Moderate
C#CCN1CCCC(/C=C/c2ccc(F)cc2)C1,,,,Moderate
C#CCN1CCCC(CCc2cc(F)c(F)cc2F)C1,,,,Inactive
C#CCN1CCCC(CCc2ccc(F)cc2)C1,,,,Moderate
C#CCN1CCCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)C1,,Moderate,,
C#CCN1CCCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)C1,,Moderate,,
C#CCN1CCCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)C1,,Moderate,,
C#CCN1CCCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)C1,,Moderate,,
C#CCN1CCCC(CNC(=O)c2ccc3ccccc3c2)C1,,Inactive,,Inactive
C#CCN1CCCC(CNS(=O)(=O)c2ccc3ccccc3c2)C1,,Moderate,,
C#CCN1CCCC(COC(=O)Nc2ccc(C(C)C)cc2)C1,,Inactive,,Moderate
C#CCN1CCCC(COC(=O)Nc2ccccc2)C1,,Inactive,,
C#CCN1CCCC(OC(=O)Nc2ccc(C(C)C)cc2)C1,,,,Inactive
C#CCN1CCCC(OC(=O)Nc2ccccc2)C1,,Inactive,,
C#CCN1CCN(CCCOc2ccc3c(ccn3S(=O)(=O)c3ccc(C(=O)NNCCC)cc3)c2)CC1,,,,Moderate
C#CCN1CCN(CCNc2ccc(/C=C3/SC(=O)NC3=O)cc2)CC1,,,,Inactive
C#CCN1CCN(CCOc2ccc(/C=C3/SC(=O)NC3=O)cc2)CC1,,,,Inactive
C#CCN1CCN(CN2C(=O)S/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)CC1,,,,Moderate
C#CCN1CCN(CN2C(=O)S/C(=C/c3ccc([N+](=O)[O-])cc3)C2=O)CC1,,,,Moderate
C#CCN1CCN(Cc2ccnc3c(O)cccc23)CC1,,,,Inactive
C#CCN1CCc2nc3nc(N4CCCC4)c(C#N)cc3c(N)c2C1,Moderate,Inactive,,
C#CCNC(=O)/C=C/c1ccc(O)cc1,,,,Inactive
C#CCNC(C)Cc1cccc(OC(=O)N(C)C)c1,Moderate,,,
C#CCNC(C)Cc1cccc(OC(=O)N(C)C2CCCCC2)c1,Moderate,,,
C#CCNC(C)Cc1cccc(OC(=O)N(C)CC)c1,Inactive,,,
C#CCNC(C)Cc1cccc(OC(=O)N(C)CCC)c1,Inactive,,,
C#CCNC(C)Cc1cccc(OC(=O)N(C)CCCC)c1,Inactive,,,
C#CCNC1=C(Cl)C(=O)c2ccccc2C1=O,,,,Active
C#CCNC1=CC(=O)c2ccccc2C1=O,,,,Moderate
C#CCNC1CCCc2ccc(OC(=O)N(C)CC)cc21,Inactive,,,
C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CC)cc21.Cl,Inactive,,,
C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CCC)cc21.Cl,Inactive,,,
C#CCNC1CCc2c(NCc3ccc(C)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(NCc3ccc(F)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(NCc3cccc(Br)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(NCc3cccc(C(F)(F)F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(NCc3cccc(C)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(NCc3cccc(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OC(=O)N(C)C)cccc21,Inactive,,,Moderate
C#CCNC1CCc2c(OC(=O)N(C)C)cccc21.Cl,Active,,,
C#CCNC1CCc2c(OC(=O)N(C)CC)cccc21,,Moderate,,Moderate
C#CCNC1CCc2c(OC(=O)N(C)CC)cccc21.Cl,Moderate,,,
C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCCOc3cc(C)c(Cl)c(C)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCCOc3ccc(C(C)C)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCCOc3ccc(CC)cc3)cccc21,,,,Inactive
C#CCNC1CCc2c(OCCCOc3cccc(I)c3)cccc21,,,,Inactive
C#CCNC1CCc2c(OCCCOc3ccccc3)cccc21,,,,Inactive
C#CCNC1CCc2c(OCCOc3cccc(NC(=O)CCl)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCOc3cccc(NC(C)=O)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCOc3cccc4ccccc34)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCOc3ccccc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3cc(NC(=O)CO)ccc3Cl)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3cc(NC(=O)COC(C)=O)ccc3Cl)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3cc(NC(=O)c4ccc(F)cc4)ccc3Cl)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3cc(NC(C)=O)ccc3Cl)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3ccc(Cl)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3cccc(Cl)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3cccc(NC(=O)c4ccc(Cl)cc4)c3)cccc21,,,,Active
C#CCNC1CCc2c(OCCc3cccc4ccccc34)cccc21,,,,Moderate
C#CCNC1CCc2c(OCCc3ccccc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3ccc(C(F)(F)F)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3ccc(C)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3ccc(F)c(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3ccc(F)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3ccc4ccccc4c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3cccc(Br)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3cccc(C(F)(F)F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3cccc(C)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3cccc(Cl)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3cccc(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(OCc3ccccc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCCc3ccc(Br)cc3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3ccc(C(F)(F)F)cc3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3ccc(C)cc3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3ccc(Cl)c(Cl)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCCc3ccc(Cl)cc3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3ccc(F)c(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCCc3ccc(OC)cc3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3cccc(Br)c3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3cccc(C(F)(F)F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCCc3cccc(C)c3)cccc21,,,,Active
C#CCNC1CCc2c(SCCc3cccc(Cl)c3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCCc3cccc(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCCc3cccc(OC)c3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCc3ccc(Br)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(C(F)(F)F)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(C)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(Cl)c(Cl)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(Cl)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(Cl)cc3Cl)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(F)c(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(F)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(F)cc3F)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc(OC)cc3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccc4ccccc4c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3cccc(C(F)(F)F)c3)cccc21,,,,Active
C#CCNC1CCc2c(SCc3cccc(Cl)c3)cccc21,,,,Inactive
C#CCNC1CCc2c(SCc3cccc(F)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3cccc(OC)c3)cccc21,,,,Moderate
C#CCNC1CCc2c(SCc3ccccc3)cccc21,,,,Moderate
C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,Inactive,,,
C#CCNC1CCc2cc(OCCCN3CCCCC3)ccc21,,,,Moderate
C#CCNC1CCc2ccc(OC(=O)N(C)C)cc21.Cl,Moderate,,,
C#CCNC1CCc2ccc(OC(=O)N(C)C)cc2C1,Moderate,,,
C#CCNC1CCc2ccc(OC(=O)N(C)C3CCCCC3)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)N(C)CCCCCC)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)N(C)Cc3ccccc3)cc21.Cl,Moderate,,,
C#CCNC1CCc2ccc(OC(=O)N(C)c3ccc(OC)cc3)cc21.Cl,Moderate,,,
C#CCNC1CCc2ccc(OC(=O)N(C)c3ccccc3)cc21.Cl,Moderate,,,
C#CCNC1CCc2ccc(OC(=O)N(CC)C3CCCCC3)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)N(CC)CCCC)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)NCC)cc21.Cl,Inactive,,,
C#CCNC1CCc2ccc(OC(=O)NCCC)cc21.Cl,Moderate,,,
C#CCNC1CCc2ccc(OCCCN3CCCCC3)cc21,,,,Moderate
C#CCNC1CCc2cccc(OC(=O)N(C)C)c21.Cl,Moderate,,,
C#CCNC1CCc2cccc(OC(=O)N(C)CCC)c21.Cl,Inactive,,,
C#CCNC1CCc2ccccc2C1,,,,Moderate
C#CCNCC(=C)c1cccc(COc2ccccc2)c1.O=C(O)C(=O)O,,,,Moderate
C#CCNCC(=C)c1cccc(OCc2cccc(F)c2)c1.O=C(O)C(=O)O,,,,Moderate
C#CCNCC(=C)c1ccccc1.Cl,,,,Inactive
C#CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,Active,Active,,
C#CCNCC(O)COc1ccc(-c2ccccc2)cc1,,,,Active
C#CCNCCCN1C(=O)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O,,,,Inactive
C#CCNCCCN1C(=O)S/C(=C\c2ccc(OCc3ccccc3)cc2)C1=O,,,,Moderate
C#CCNCCCOc1cccc(C(=O)NC(C)C)c1,,,,Inactive
C#CCNCCCOc1cccc(C(=O)NCc2ccccc2)c1,,,,Moderate
C#CCNCCCOc1cccc(NC(=O)c2ccccc2)c1,,,,Moderate
C#CCNCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,,,,Moderate
C#CCNCCOc1ccc2ccc(=O)oc2c1,,,,Moderate
C#CCNCCc1cccc(OC(=O)N(C)C)c1,Moderate,,,
C#CCNCCc1cccc(OC(=O)N(C)CC)c1,Inactive,,,
C#CCNCCc1cccc(OC(=O)N(C)CCC)c1,Inactive,,,
C#CCNCN1C(=O)S/C(=C/c2ccc(OCc3ccccc3)cc2)C1=O,,,,Moderate
C#CCNCN1C(=O)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O,,,,Moderate
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)N2C,,,Active,
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)O2,,,Moderate,
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C,,,Active,
C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,Moderate,Moderate,,Inactive
C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,,,,Moderate
C#CCNCc1cc2cc(OCc3ccccc3)ccc2[nH]1,,,,Active
C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1,,,,Moderate
C#CCNCc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,,,,Moderate
C#CCNCc1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,,,,Inactive
C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1,,,,Inactive
C#CCNCc1ccc2c(c1)ncn2-c1cc(NC(=S)NCC)ncn1,,,,Moderate
C#CCNCc1ccnc2c(O)cccc12,,,,Moderate
C#CCNCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,,,,Moderate
C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,Inactive,,,Inactive
C#CCN[C@@H]1CCc2ccc(O)cc21,,,,Inactive
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)C)cc21.Cl,Moderate,,,
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,Inactive,,,Inactive
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21.C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,,Moderate,,Moderate
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,Inactive,,,
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,Inactive,,,
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCCC)cc21.Cl,Inactive,,,
C#CCN[C@@H]1CCc2ccccc21,Active,Moderate,,Active
C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,,,,Active
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)C)cc21.Cl,Moderate,,,
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,Inactive,,,
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,Moderate,,,
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CCCC)cc21.Cl,Moderate,,,
C#CCN[C@H]1CCc2ccccc21,,,,Active
C#CCN[C@H]1c2ccccc2C[C@@H]1F,,,,Active
C#CCN[C@H]1c2ccccc2C[C@@H]1[18F],,,,Active
C#CCNc1c2c(nc3cc(Cl)ccc13)CCCC2,Active,,,
C#CCNc1c2c(nc3ccccc13)CCCC2,Active,,,
C#CCNc1ccc(/C=C2/SC(=O)NC2=O)cc1,,,,Moderate
C#CCNc1ccccc1-c1cc(-c2ccc(OCCN3CCCCC3)cc2)nc(N)n1,Inactive,,,Moderate
C#CCNc1nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)cc1C#N,,,,Moderate
C#CCNc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)cc1C#N,Active,,,
C#CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(F)c1)CC(C)(C)CC3,Moderate,,,
C#CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,Moderate,,,
C#CCOC1CCN(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)CC1,,,Moderate,
C#CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],Inactive,,,
C#CCOP(C)(=O)OC(C(=O)OC)C(F)(F)F,Inactive,,,
C#CCOP(C)(=O)OC(C(F)(F)F)C(F)(F)F,Inactive,,,
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OC)c3)nc(-c3ccccc3)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OC)c3)nc(C)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OC)c3)nc(N)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OCC)c3)nc(-c3ccccc3)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OCC)c3)nc(C)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OCC)c3)nc(N)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(-c3ccccc3)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(C)n2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(N)n2)cc1,Moderate,,,Moderate
C#CCOc1ccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(N)n2)cc1,Active,Moderate,,Moderate
C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(-c3ccccc3)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(C)n2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(N)n2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(-c3ccccc3OCC#C)nc(-c3ccccc3)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccccc3OCC#C)nc(C)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(-c3ccccc3OCC#C)nc(N)n2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(/C(C)=C\c3ccccc3)ncn2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(/C=C\c3ccccc3)ncn2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(=O)c3c(Cl)cc(OC)cc3o2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(=O)c3c(F)cc(OC)cc3o2)cc1,,,,Inactive
C#CCOc1ccc(-c2cc(=O)c3c(O)cc(Cl)cc3o2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(=O)c3c(O)cc(F)cc3o2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(=O)c3c(OC)cc(Cl)cc3o2)cc1,,,,Moderate
C#CCOc1ccc(-c2cc(=O)c3c(OC)cc(F)cc3o2)cc1,,,,Inactive
C#CCOc1ccc(/C=C2/SC(=O)NC2=O)cc1,,,,Moderate
C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1.Cl,Moderate,Moderate,,
C#CCOc1ccc(C#Cc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)nc1,,,Moderate,
C#CCOc1ccc(C(=O)Nc2cc(F)c(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)NC(=N)N(C)S(=O)(=O)C34CC4)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CN(C)S(=O)(=O)C(C)(C)C(=N)N3)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]34CCC[C@H]3S(=O)(=O)N(C)C(=N)N4)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@H]3S(=O)(=O)C(C)(C)C(=N)N4)c2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc3c(c2)[C@@]2(C)NC(=N)N(C)S(=O)(=O)[C@@H]2CCO3)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc3c(c2)[C@]2(CCC3)CS(=O)(=O)N(C)C(=N)N2)nc1,,,Active,
C#CCOc1ccc(C(=O)Nc2ccc3c(c2)[C@]2(CCO3)CS(=O)(=O)N(C)C(=N)N2)nc1,,,Active,
C#CCOc1ccc(CCN(CC#C)Cc2cccc(OC)c2OCc2ccccc2)cc1,,Moderate,,
C#CCOc1ccc(CCN(CC=C)Cc2cccc(OC)c2OCc2ccccc2)cc1,,Moderate,,
C#CCOc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,,,,Moderate
C#CCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,,,,Moderate
C#CCOc1ccc2cc(Cn3ccc(=O)c(O)c3CC)c(=O)oc2c1,,,,Moderate
C#CCOc1cccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(C)n2)c1,Active,,,
C#CCOc1cccc(-c2cc(-c3cccc(OCC#C)c3)nc(-c3ccccc3)n2)c1,,,,Inactive
C#CCOc1cccc(-c2cc(-c3cccc(OCC#C)c3)nc(N)n2)c1,,,,Inactive
C#CCOc1cccc(-c2cc(/C(C)=C\c3ccccc3)nc(N)n2)c1,,,,Moderate
C#CCOc1cccc(-c2cc(/C=C/c3ccccc3)ncn2)c1,,,,Moderate
C#CCOc1ccccc1-c1cc(-c2ccc(Cl)cc2)nc(-c2ccccc2)n1,,,,Moderate
C#CCOc1ccccc1-c1cc(-c2ccccc2OCC#C)nc(-c2ccccc2)n1,,,,Inactive
